Date,Year,Week,Description,Amount,Level 1,Level 2,Level 3,Transaction Type,Payment Mode
27/10/24,2024,43,Optimum Nutrition Gold Whey Protein - 1lb,546,Regular,Health & Wellness,Supplements,Digital Wallet,Tata Neu
27/10/24,2024,43,Flight DXB-BLR (Oman Air),2946.75,One-Time,Travel,Flight,Credit Card,AMEX Gold
27/10/24,2024,43,Bonus Reward - Tata 1MG,-49.75,Regular,Credit,Cashback,Digital Wallet,Tata Neu
27/10/24,2024,43,Instamart,541,Regular,Food,Groceries,Digital Wallet,Swiggy Money
28/10/24,2024,44,AmazonPay Wallet Reload,-3000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
28/10/24,2024,44,Agaro USB 3.0 to Type C Female Adaptor,144,One-Time,Shopping,Electronics,Digital Wallet,AmazonPay
28/10/24,2024,44,BigBasket,471.51,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
28/10/24,2024,44,Evening Snacks - Samosa Tea Party,327.45,Regular,Food,TataNeu,Credit Card,HDFC TataNeu Infinity
28/10/24,2024,44,Bonus Reward - BigBasket,-23.62,Regular,Credit,Cashback,Digital Wallet,Tata Neu
28/10/24,2024,44,Bonus Reward - Food Delivery,-16.37,Regular,Credit,Cashback,Digital Wallet,Tata Neu
28/10/24,2024,44,Honeycomb Bravo Throttle (26779.16+535.58+96.40),27411.14,One-Time,Shopping,Electronics,Credit Card,HDFC Infinia
29/10/24,2024,44,AllMarket,20,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
29/10/24,2024,44,Tata CliQ Adidas Black Gym Bag,169.37,One-Time,Shopping,Fashion,Credit Card,HDFC TataNeu Infinity
29/10/24,2024,44,Bonus Reward - Spin The Wheel,-10,Regular,Credit,Cashback,Digital Wallet,Tata Neu
29/10/24,2024,44,HDFC TataNeu Infinity Card Welcome Offer,-1499,Regular,Credit,Cashback,Digital Wallet,Tata Neu
29/10/24,2024,44,Tata CliQ Adidas Black Gym Bag,1641.63,One-Time,Shopping,Fashion,Digital Wallet,Tata Neu
29/10/24,2024,44,Bonus Reward - Tata CliQ,-8.33,Regular,Credit,Cashback,Digital Wallet,Tata Neu
29/10/24,2024,44,TataNeu Rewards League 2024 - Milestone 1,-500,Regular,Credit,Cashback,Digital Wallet,Tata Neu
30/10/24,2024,44,Instamart,223,Regular,Food,Groceries,Digital Wallet,AmazonPay
30/10/24,2024,44,BigBasket,1092.33,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
30/10/24,2024,44,Poker Winnings - Diwali (950 INR + 140 INR),-1090,One-Time,Credit,Cashback,UPI,Google Pay
30/10/24,2024,44,Bonus Reward - BigBasket,-54.61,Regular,Credit,Cashback,Digital Wallet,Tata Neu
30/10/24,2024,44,Medicines for Jaseel,363,Regular,Health & Wellness,Medicines,Credit Card,HDFC Infinia
31/10/24,2024,44,CRED Cashback - Oct’24,-6,Regular,Credit,Cashback,UPI,Cred
31/10/24,2024,44,Airport Lounge (BLR 080) - Jaseel & Duby,4,Regular,Travel,Airport Lounge,Credit Card,HDFC Infinia
31/10/24,2024,44,Uber - Cab Fare - Home to BLR Airport,488.71,Regular,Travel,Cabs,Credit Card,HDFC Infinia
02/11/24,2024,44,Snacks - Etihad Arena (1259.88+25.20+4.54),1289.62,Regular,Food,Dine-out,Credit Card,HDFC Infinia
04/11/24,2024,45,LC Waikiki - Dresses for Duby (6803.38+136.07+24.49),6963.94,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
04/11/24,2024,45,Victoria’s Secret - Dress for Duby (9208.84+184.18+33.15),9426.17,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
04/11/24,2024,45,Fridge Magnet - Dubai (458.14+9.16+1.65),468.95,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
04/11/24,2024,45,H&M - Dresses for Duby (7765.47+155.31+27.96),7948.74,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
04/11/24,2024,45,Lunch - AlBaik Dubai Mall (824.65+16.49+2.97),844.11,Regular,Food,Dine-out,Credit Card,HDFC Infinia
04/11/24,2024,45,Dubai Metro with Duby (366.51+7.33+1.32),375.16,Regular,Travel,Metro,Credit Card,HDFC Infinia
04/11/24,2024,45,Birthday Gift - Zihan Kamal - Swatch (1740.93+34.82+6.27),1782.02,One-Time,Gifting,Birthday Gift,Credit Card,HDFC Infinia
05/11/24,2024,45,Instamart,605,Regular,Food,Groceries,Digital Wallet,AmazonPay
05/11/24,2024,45,Amazon Pay Cashback - Swiggy,-60.5,Regular,Credit,Cashback,Digital Wallet,AmazonPay
05/11/24,2024,45,Amazon Pay Cashback - Fastag Payments Oct’24,-3,Regular,Credit,Cashback,Digital Wallet,AmazonPay
05/11/24,2024,45,BluSmart - Cab Fare - BLR Airport to Home,608,Regular,Travel,Cabs,Credit Card,AMEX Gold
06/11/24,2024,45,Medicines for Duby,105,Regular,Health & Wellness,Medicines,Credit Card,HDFC TataNeu Infinity
06/11/24,2024,45,Optimum Nutrition Gold Whey Protein - 1.7kg,5920.90,Regular,Health & Wellness,Supplements,Credit Card,HDFC TataNeu Infinity
06/11/24,2024,45,Instamart,448,Regular,Food,Groceries,Digital Wallet,AmazonPay
06/11/24,2024,45,Movie - Lucky Bhaskar - PVR Bhartiya Mall with Duby,960.36,Regular,Entertainment,Cinema,Digital Wallet,AmazonPay
06/11/24,2024,45,Amazon Pay Cashback - Fastag Payments Oct’24,-15,Regular,Credit,Cashback,Digital Wallet,AmazonPay
06/11/24,2024,45,Maid Cooking Charges - Oct’24,5000,Regular,Food,Cook,UPI,Google Pay
06/11/24,2024,45,Optimum Nutrition Gold Whey Protein - 1.7kg,78,Regular,Health & Wellness,Supplements,Digital Wallet,Tata Neu
06/11/24,2024,45,Bonus Reward - Tata 1MG,-295.45,Regular,Credit,Cashback,Digital Wallet,Tata Neu
07/11/24,2024,45,Instamart,468,Regular,Food,Groceries,Digital Wallet,AmazonPay
07/11/24,2024,45,Wipro 3W LED Bulbs x2,150,One-Time,Shopping,Household,Credit Card,ICICI AmazonPay
07/11/24,2024,45,Parking - Bhartiya Mall,90,Regular,Car,Parking,Credit Card,HDFC Infinia
08/11/24,2024,45,TataNeu Rewards League 2024 - Milestone 2,-1500,Regular,Credit,Cashback,Digital Wallet,Tata Neu
08/11/24,2024,45,Flight BLR-BKK-BLR (AirAsia),21383,One-Time,Travel,Flight,Credit Card,HDFC Infinia
08/11/24,2024,45,Parking - BLR Airport,150,Regular,Car,Parking,Credit Card,HDFC Infinia
08/11/24,2024,45,Amazon Pay Cashback - BlinkIt,-41.6,Regular,Credit,Cashback,Digital Wallet,AmazonPay
08/11/24,2024,45,Tolls - BLR Airport (115 + 55),170,Regular,Car,Toll,Digital Wallet,AmazonPay
08/11/24,2024,45,BlinkIt Groceries,416,Regular,Food,Groceries,Digital Wallet,AmazonPay
08/11/24,2024,45,Instamart,305,Regular,Food,Groceries,Digital Wallet,AmazonPay
08/11/24,2024,45,Instamart,408,Regular,Food,Groceries,Digital Wallet,AmazonPay
08/11/24,2024,45,AmazonPay Wallet Reload,-3000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
09/11/24,2024,45,Desserts - Smoor Brownies (Pack of 6),717.85,Regular,Food,TataNeu,Credit Card,HDFC TataNeu Infinity
09/11/24,2024,45,Tata CliQ Adidas Socks Set,46,One-Time,Shopping,Fashion,Credit Card,HDFC TataNeu Infinity
09/11/24,2024,45,Desserts - Smoor Brownies (Pack of 6),55.55,Regular,Food,TataNeu,Digital Wallet,Tata Neu
09/11/24,2024,45,Bonus Reward - Food Delivery,-38.39,Regular,Credit,Cashback,Digital Wallet,Tata Neu
09/11/24,2024,45,IKEA Shopping,7829,One-Time,Shopping,Household,Credit Card,HDFC Infinia
09/11/24,2024,45,IKEA Shopping,500,One-Time,Shopping,Household,Credit Card,HDFC Infinia
09/11/24,2024,45,Tolls - IKEA,30,Regular,Car,Toll,Digital Wallet,AmazonPay
09/11/24,2024,45,Instamart,345,Regular,Food,Groceries,Digital Wallet,AmazonPay
10/11/24,2024,45,Buffalo Wild Wings Indiranagar with Duby - Refund,-202,Regular,Food,Dine-out,Cash,Cash
10/11/24,2024,45,Bonus Reward - Tata CliQ,-0.78,Regular,Credit,Cashback,Digital Wallet,Tata Neu
10/11/24,2024,45,Buffalo Wild Wings Indiranagar with Duby,1759.50,Regular,Food,Dine-out,Credit Card,HDFC Infinia
10/11/24,2024,45,Jio Data Pack,19,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
10/11/24,2024,45,Instamart,425,Regular,Food,Groceries,Digital Wallet,AmazonPay
10/11/24,2024,45,Jio Data Pack,299,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
11/11/24,2024,46,IKEA Shopping,1049,One-Time,Shopping,Household,Credit Card,AMEX Gold
11/11/24,2024,46,Jaseel’s Birthday Party Dinner,200,Regular,Food,Dine-out,Digital Wallet,AmazonPay
11/11/24,2024,46,TP-Link RE205 AC750 Universal Wifi Range Extender,1899,One-Time,Shopping,Electronics,Digital Wallet,AmazonPay
11/11/24,2024,46,AmazonPay Wallet Reload,-3000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
12/11/24,2024,46,Bodycraft Membership taken 21 March 2024 (8/9),1222.23,Regular,Health & Wellness,Haircare,Credit Card,AMEX MRCC
12/11/24,2024,46,Parking - Sozo Skyline,100,Regular,Car,Parking,Cash,Cash
12/11/24,2024,46,Bonus Reward - UPI Spends Oct’24,-1,Regular,Credit,Cashback,Digital Wallet,Tata Neu
12/11/24,2024,46,Jaseel’s Birthday Party Dinner,8701.5,Regular,Food,Dine-out,Credit Card,HDFC Infinia
12/11/24,2024,46,Jio Data Pack,19,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
12/11/24,2024,46,Instamart,711,Regular,Food,Groceries,Digital Wallet,AmazonPay
12/11/24,2024,46,Swiggy Genie - Delivery of Prints,68,Regular,Services,Logistics & Delivery,Digital Wallet,AmazonPay
12/11/24,2024,46,Prints - Insurance Ombudsman Complaint Form,10,Regular,Services,Stationery,UPI,Google Pay
13/11/24,2024,46,TataNeu Rewards League 2024 - Milestone 3,-5000,Regular,Credit,Cashback,Digital Wallet,Tata Neu
13/11/24,2024,46,Instamart,328,Regular,Food,Groceries,Digital Wallet,AmazonPay
14/11/24,2024,46,Instamart,470,Regular,Food,Groceries,Digital Wallet,AmazonPay
15/11/24,2024,46,"Sindur Kalpetta (Bowtie for Jaseel, Shapewear for Duby)",809,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
15/11/24,2024,46,Bandipur Forest Green Fee,20,Regular,Car,Toll,Cash,Cash
15/11/24,2024,46,Tolls - BLR to MSR to SBY (170 + 160 + 60 + 35),425,Regular,Car,Toll,Digital Wallet,AmazonPay
15/11/24,2024,46,Jio Data Pack,19,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
15/11/24,2024,46,AmazonPay Wallet Reload,-3000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
16/11/24,2024,46,Jio Data Pack,29,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
17/11/24,2024,46,Netflix - Nov’24,649,Regular,Subscription,OTT,Credit Card,HDFC Infinia
17/11/24,2024,46,Alibaba & 41 Dishes Kalpetta with in-Laws,2257,Regular,Food,Dine-out,Credit Card,HDFC Infinia
17/11/24,2024,46,Bandipur Forest Green Fee,20,Regular,Car,Toll,Cash,Cash
17/11/24,2024,46,Tolls - SBY to MSR to BLR (35 + 60 + 160 + 170),425,Regular,Car,Toll,Digital Wallet,AmazonPay
17/11/24,2024,46,Jio Data Pack,29,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
18/11/24,2024,47,OneCard Reward Cashback - Nov’24,-350,Regular,Credit,Cashback,Credit Card,OneCard
18/11/24,2024,47,Adobe Photography Subscription - Nov’24,318.6,Regular,Subscription,Web & Software,Credit Card,HDFC Infinia
18/11/24,2024,47,Swiggy Dinner,461,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
18/11/24,2024,47,Instamart,310,Regular,Food,Groceries,Digital Wallet,AmazonPay
19/11/24,2024,47,Uber - Cab Fare - Home to Kalyan Nagar,207.77,Regular,Travel,Cabs,Credit Card,HDFC Infinia
19/11/24,2024,47,Uber - Cab Fare - Kalyan Nagar to Home,152.1,Regular,Travel,Cabs,Credit Card,HDFC Infinia
19/11/24,2024,47,Jio Data Pack,29,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
19/11/24,2024,47,NeuCoins for Reinstating Expired Points,-138.42,Regular,Credit,Cashback,Digital Wallet,Tata Neu
20/11/24,2024,47,Birthday Gift - Aditya Seth - Blue Yeti Microphone,10995,One-Time,Gifting,Birthday Gift,Credit Card,ICICI AmazonPay
20/11/24,2024,47,Adjustment - Birthday Gift - Aditya Seth (-960+ -6018 + -20),-8998,One-Time,Gifting,Birthday Gift,UPI,Google Pay
20/11/24,2024,47,Instamart,540,Regular,Food,Groceries,Digital Wallet,AmazonPay
20/11/24,2024,47,iCloud 2TB - Nov’24,749,Regular,Subscription,Cloud Storage,Digital Wallet,AmazonPay
20/11/24,2024,47,Gym Training for Duby - Nov’24,2500,Regular,Health & Wellness,Gym,UPI,Google Pay
21/11/24,2024,47,Dinner - Leon Grill,374.73,Regular,Food,TataNeu,Credit Card,HDFC TataNeu Infinity
21/11/24,2024,47,Swiggy Lunch,353,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
21/11/24,2024,47,AmazonPay Cashback - Nov’24,-44,Regular,Credit,Cashback,Digital Wallet,AmazonPay
21/11/24,2024,47,Dinner - Leon Grill,473.27,Regular,Food,TataNeu,Digital Wallet,Tata Neu
21/11/24,2024,47,Bonus Reward - Food Delivery,-18.73,Regular,Credit,Cashback,Digital Wallet,Tata Neu
22/11/24,2024,47,Instamart,223,Regular,Food,Groceries,Digital Wallet,AmazonPay
22/11/24,2024,47,Swiggy Lunch,564,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
22/11/24,2024,47,Electricity Bill - Nov’24,198,Regular,Utilities,Electricity,UPI,Google Pay
23/11/24,2024,47,HDFC Swiggy Cashback - Nov’24,-311.4,Regular,Credit,Cashback,Credit Card,HDFC Swiggy
23/11/24,2024,47,Indane Gas - 2 Cylinders (Refundable Deposit + Fee),8531,Regular,Utilities,Gas,Credit Card,HDFC TataNeu Infinity
23/11/24,2024,47,YouTube Music - Nov’24,89,Regular,Subscription,Music,Credit Card,OneCard
23/11/24,2024,47,"Lucky Chan - Dinner with Noureen, Khalid & Duby",3276,Regular,Food,Dine-out,Credit Card,HDFC Infinia
23/11/24,2024,47,Medicines for Duby,137,Regular,Health & Wellness,Medicines,Credit Card,HDFC Infinia
23/11/24,2024,47,Uber - Auto Fare - Home to Indane Gas Agency,43,Regular,Travel,Cabs,Credit Card,HDFC Infinia
23/11/24,2024,47,Uber - Auto Fare - Indane Gas Agency to Home,43,Regular,Travel,Cabs,Credit Card,HDFC Infinia
23/11/24,2024,47,Budget Holidays - Thailand Package (18505+185.05+33.31),18723.36,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
23/11/24,2024,47,Instamart,386,Regular,Food,Groceries,Digital Wallet,Swiggy Money
24/11/24,2024,47,Snacks - Sobha City,30,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
25/11/24,2024,48,Airport Lounge (BLR 080),2,Regular,Travel,Airport Lounge,Credit Card,HDFC Infinia
25/11/24,2024,48,Jio Data Pack,19,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
25/11/24,2024,48,Instamart,243,Regular,Food,Groceries,Digital Wallet,AmazonPay
25/11/24,2024,48,TataNeu Cashback - Nov’24,-1019,Regular,Credit,Cashback,Digital Wallet,Tata Neu
26/11/24,2024,48,Jio Data Pack,19,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
26/11/24,2024,48,Birthday Gift - Sumangal Vinjamuri - Columbia Jacket,2000,One-Time,Gifting,Birthday Gift,UPI,Google Pay
27/11/24,2024,48,Airport Lounge (GOI),2,Regular,Travel,Airport Lounge,Credit Card,HDFC Infinia
27/11/24,2024,48,Instamart,354,Regular,Food,Groceries,Digital Wallet,Swiggy Money
27/11/24,2024,48,Instamart,415,Regular,Food,Groceries,Digital Wallet,Swiggy Money
28/11/24,2024,48,Airport Lounge (BLR 080),2,Regular,Travel,Airport Lounge,UPI,Google Pay
28/11/24,2024,48,Instamart,114,Regular,Food,Groceries,Credit Card,HDFC Swiggy
28/11/24,2024,48,Airport Lounge (BLR 080),2,Regular,Travel,Airport Lounge,Credit Card,HDFC TataNeu Infinity
28/11/24,2024,48,Airport Lounge (BLR 080),2,Regular,Travel,Airport Lounge,Credit Card,HDFC Infinia
28/11/24,2024,48,Instamart,135,Regular,Food,Groceries,Digital Wallet,Swiggy Money
29/11/24,2024,48,Thailand Trip: 7-11 (1009.27+20.19+3.63),1033.09,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
29/11/24,2024,48,Thailand Trip: 7-11 (494.79+9.90+1.78),506.47,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
29/11/24,2024,48,Thailand Trip: DMK Airport Snacks (162.18+3.24+0.58),166,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
29/11/24,2024,48,Thailand Trip: 7-11 (539.10+10.78+1.94),551.82,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
30/11/24,2024,48,Mahesh Lunch Home - Dinner with Noureen,1432,Regular,Food,Dine-out,Credit Card,HDFC Infinia
30/11/24,2024,48,Payless ShoeSource Shopping,2195.75,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
30/11/24,2024,48,Thailand Trip: Thai Massage (3587.65+71.75+12.92),3672.32,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
30/11/24,2024,48,Thailand Trip: Nangnual Dinner (2011.56+40.23+7.24),2059.03,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
30/11/24,2024,48,Thailand Trip: Bolt Ride (359.40+7.19+1.29),367.88,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
30/11/24,2024,48,CRED Cashback - Nov’24,-10,Regular,Credit,Cashback,UPI,Cred
01/12/24,2024,48,No.10 Fort Cochin - Lunch with Noureen,842,Regular,Food,Dine-out,Credit Card,HDFC Infinia
01/12/24,2024,48,Thailand Trip: Folk Dinner (3090.33+61.81+11.13),3163.27,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
01/12/24,2024,48,Thailand Trip: Taco Bell (616.09+12.32+2.22),630.63,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
02/12/24,2024,49,Swiggy Dinner,435,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
02/12/24,2024,49,Thailand Trip: Airport Duty Free (593.82+11.88+2.14),607.84,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
02/12/24,2024,49,Thailand Trip: Pangcha Thai (531.96+10.64+1.92),544.52,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
02/12/24,2024,49,Thailand Trip: Central World Mall (3120.02+62.40+11.23),3193.65,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
02/12/24,2024,49,Thailand Trip: Tiger Park (8783.56+175.67+31.62),8990.85,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
03/12/24,2024,49,Instamart,586,Regular,Food,Groceries,Credit Card,HDFC Swiggy
03/12/24,2024,49,Instamart,451,Regular,Food,Groceries,Credit Card,HDFC Swiggy
03/12/24,2024,49,Gift for Busthan’s Child - Mokobara Playdate Diaper Bag,7199.1,One-Time,Gifting,General Gift,Credit Card,HDFC Infinia
03/12/24,2024,49,"Dinner - Punjab Grill with Bustan, Teena, Nandu, Namitha",3660,Regular,Food,Dine-out,Credit Card,HDFC Infinia
03/12/24,2024,49,Maid Cooking Charges - Nov’24,5000,Regular,Food,Cook,UPI,Google Pay
03/12/24,2024,49,Gym Training for Duby - Dec’24,5000,Regular,Health & Wellness,Gym,UPI,Google Pay
04/12/24,2024,49,Hitchki Whitefield with Sumangal & Roshni,1652,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
04/12/24,2024,49,Adjustment - Hitchki Whitefield - Sumangal,-551,Regular,Food,Dine-out,UPI,Google Pay
04/12/24,2024,49,Uber - Auto Fare - Phoenix Marketcity to Home,415.95,Regular,Travel,Cabs,Credit Card,HDFC Infinia
04/12/24,2024,49,Car Insurance - Ford Ecosport - Dec’24 to Dec’25,19764.01,One-Time,Car,Maintenance & Repair,Credit Card,HDFC Infinia
04/12/24,2024,49,Car Insurance - Ford Ecosport - Dec’24 to Dec’25,-1578,One-Time,Car,Maintenance & Repair,UPI,Google Pay
04/12/24,2024,49,Namma Yatri - Auto Fare - Home to Phoenix Marketcity,260,Regular,Travel,Cabs,UPI,Google Pay
05/12/24,2024,49,Instamart,510,Regular,Food,Groceries,Credit Card,HDFC Swiggy
05/12/24,2024,49,"Dinner - Punjab Grill with Bustan, Teena, Nandu, Namitha",-3500,Regular,Food,Dine-out,UPI,Google Pay
05/12/24,2024,49,Movie - Sookshmadarshini - PVR Bhartiya Mall,510.80,Regular,Entertainment,Cinema,Credit Card,HDFC Infinia
06/12/24,2024,49,Swiggy Lunch,415,Regular,Food,Swiggy,Digital Wallet,AmazonPay
06/12/24,2024,49,Swiggy Dinner,792,Regular,Food,Swiggy,Digital Wallet,AmazonPay
06/12/24,2024,49,Instamart,314,Regular,Food,Groceries,Digital Wallet,AmazonPay
06/12/24,2024,49,Parking - Phoenix Mall of Asia,150,Regular,Car,Parking,Digital Wallet,AmazonPay
06/12/24,2024,49,AmazonPay Wallet Reload,-3000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
07/12/24,2024,49,Snacks - Bhartiya City Nikoo Homes II,90,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
07/12/24,2024,49,Uber - Auto Fare - Home to Bartiya Mall,52.86,Regular,Travel,Cabs,Credit Card,HDFC Infinia
07/12/24,2024,49,Uber - Auto Fare - Bartiya Mall to Home,52.27,Regular,Travel,Cabs,Credit Card,HDFC Infinia
07/12/24,2024,49,PVR Snacks - Popcorn & Drinks Combo,430,Regular,Food,Dine-out,Credit Card,HDFC Infinia
07/12/24,2024,49,AllMarket,257,Regular,Food,Groceries,Credit Card,HDFC Infinia
07/12/24,2024,49,Airtel Wifi (01/12/24-28/02/25),2874.25,Regular,Subscription,Internet WiFi,Credit Card,HDFC Infinia
07/12/24,2024,49,Amazon Pay Cashback - Fastag Payments Nov’24,-10.5,Regular,Credit,Cashback,Digital Wallet,AmazonPay
07/12/24,2024,49,Instamart,876,Regular,Food,Groceries,Digital Wallet,AmazonPay
08/12/24,2024,49,Birthday Gift - Vineeta Hazra - Columbia Bugaboo 3,12088.1,One-Time,Gifting,Birthday Gift,Credit Card,HDFC TataNeu Infinity
08/12/24,2024,49,Adjustment - Birthday Gift - Vineeta Hazra,-10089,One-Time,Gifting,Birthday Gift,UPI,Google Pay
08/12/24,2024,49,Labonel - Brownie with Ice Cream,470,Regular,Food,Dine-out,Credit Card,HDFC Infinia
08/12/24,2024,49,F1 Race Subscription - FanCode,49,Regular,Subscription,OTT,Credit Card,HDFC Infinia
08/12/24,2024,49,PlayStation Plus Subscription - Dec’24 (499+4.99+0.90),504.89,Regular,Entertainment,Gaming,Credit Card,HDFC Infinia
08/12/24,2024,49,Honeycomb Charlie Pedals (34591.02+691.82+124.53),35407.37,One-Time,Shopping,Electronics,Credit Card,HDFC Infinia
08/12/24,2024,49,Instamart,234,Regular,Food,Groceries,Digital Wallet,AmazonPay
08/12/24,2024,49,Bonus Reward - Tata CliQ,-29.92,Regular,Credit,Cashback,Digital Wallet,Tata Neu
09/12/24,2024,50,Jio Data Pack,299,Regular,Subscription,Mobile Data,Credit Card,ICICI AmazonPay
09/12/24,2024,50,Bonus Reward - UPI 50 for 5 Offer,-50,Regular,Credit,Cashback,Digital Wallet,Tata Neu
10/12/24,2024,50,SmartBuy Gyftr - Swiggy - INR 2000 Voucher,2000,Regular,Wallet Topup,Swiggy Money,Credit Card,HDFC Infinia
10/12/24,2024,50,SmartBuy Gyftr - Swiggy Money Voucher,-2000,Regular,Wallet Topup,Swiggy Money,Digital Wallet,Swiggy Money
10/12/24,2024,50,Instamart,458,Regular,Food,Groceries,Digital Wallet,Swiggy Money
11/12/24,2024,50,Instamart,431,Regular,Food,Groceries,Digital Wallet,Swiggy Money
11/12/24,2024,50,Dinner - Kazan with Sumangal & Ajay,765.33,Regular,Food,Dine-out,UPI,Google Pay
12/12/24,2024,50,Bodycraft Membership taken 21 March 2024 (9/9),1222.23,Regular,Health & Wellness,Haircare,Credit Card,AMEX MRCC
12/12/24,2024,50,Instamart,687,Regular,Food,Groceries,Digital Wallet,Swiggy Money
13/12/24,2024,50,Home Centre - Gym Secret Santa Gift - Plant Vase,828.30,Regular,Gifting,Festival Gift,Credit Card,HDFC Infinia
13/12/24,2024,50,Smoor - Chocolate Cake for Christmas Party,707,Regular,Food,Dine-out,Credit Card,HDFC Infinia
13/12/24,2024,50,Home Centre - Gym Secret Santa Gift - Plant,230,Regular,Gifting,Festival Gift,Credit Card,HDFC Infinia
13/12/24,2024,50,Instamart,221,Regular,Food,Groceries,Digital Wallet,AmazonPay
13/12/24,2024,50,Instamart,424,Regular,Food,Groceries,Digital Wallet,Swiggy Money
14/12/24,2024,50,Cafe Coffee Day - Sobha City,110,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
14/12/24,2024,50,Labonel - Brownies,1050,Regular,Food,Dine-out,Credit Card,HDFC Infinia
14/12/24,2024,50,Thailand Trip: Adjustments (Nandakishore),-1593.04,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
14/12/24,2024,50,Thailand Trip: Adjustments (Binvas),-6818,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
15/12/24,2024,50,Swiggy Dinner,251,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
15/12/24,2024,50,Instamart,1076,Regular,Food,Groceries,Credit Card,HDFC Swiggy
15/12/24,2024,50,Assassin’s Creed Black Flag Season Pass (416+4.16+0.75),420.91,Regular,Entertainment,Gaming,Credit Card,HDFC Infinia
16/12/24,2024,51,Tata CliQ - Adidas Purple Jacket,1829,Regular,Shopping,Fashion,Digital Wallet,Tata Neu
18/12/24,2024,51,Instamart,957,Regular,Food,Groceries,Credit Card,HDFC Swiggy
18/12/24,2024,51,Netflix - Dec’24,649,Regular,Subscription,OTT,Credit Card,HDFC Infinia
18/12/24,2024,51,Uber - Auto Fare - Home to Toast & Tonic,263.09,Regular,Travel,Cabs,Credit Card,HDFC Infinia
18/12/24,2024,51,Adobe Photography Subscription - Dec’24,318.6,Regular,Subscription,Web & Software,Credit Card,HDFC Infinia
18/12/24,2024,51,Medicines for Duby,126,Regular,Health & Wellness,Medicines,Credit Card,HDFC Infinia
19/12/24,2024,51,Birthday Gift - Chandra Brahmasa - Shoes,4790,One-Time,Gifting,Birthday Gift,Credit Card,HDFC Infinia
20/12/24,2024,51,Instamart,580,Regular,Food,Groceries,Credit Card,HDFC Swiggy
20/12/24,2024,51,McDonald’s - McSwirl Chocolate Cone,52,Regular,Food,Dine-out,Credit Card,HDFC Infinia
20/12/24,2024,51,PVR Snacks - Costa Cold Coffee,390,Regular,Food,Dine-out,Credit Card,HDFC Infinia
20/12/24,2024,51,Movie - Mufasa - PVR Bhartiya Mall,370,Regular,Entertainment,Cinema,Credit Card,HDFC Infinia
